id	filename	md5	size	state
d0e3a7a6-352a-4fdd-bfbd-40d3a87cf158	fe37a384-7a0f-4597-8f8b-ac330ae8fe93.wxs.aliquot_ensemble_masked.maf.gz	cb41bdf1ca7a9c605a51984c102a551c	20409	released
d21047df-85b4-4c25-8ad8-f008c7ff4163	361b0d52-7a8d-4997-b771-99e98b5f35b2.wxs.aliquot_ensemble_masked.maf.gz	5073029e14d46037bf9b3f4fcbdea751	10598	released
47943a9f-3258-49e1-bbe2-dd8fe2c17b2d	247c6417-5bbb-4fe4-bcad-c51162d0fbc6.wxs.aliquot_ensemble_masked.maf.gz	dea3d619ee773865acfa7bcb2b1eabcd	10683	released
d598ec06-372e-492d-b39e-9826119204b7	9d64ddfe-363f-48da-9648-d08435b20e94.wxs.aliquot_ensemble_masked.maf.gz	eb0c61b6eace09f11eb9046d21143636	25682	released
713e8e38-e238-40f1-b41a-d4b401bd3a31	40ad1f6f-6e45-4767-91d0-9b0c9a4487d1.wxs.aliquot_ensemble_masked.maf.gz	b2041ddae092c16f556d43d27339ed94	15091	released
b6d6fe10-1074-4ece-ab8c-69c2f2d820ab	d25c1d27-a7a9-4873-ba36-6c65f2a6ae86.wxs.aliquot_ensemble_masked.maf.gz	5cdc7125a1b28161e500956081d3ae62	8518	released
e72e500b-25d8-41d8-860d-b3d4b839895f	b1535c9f-d942-4ec5-b317-a80b2cfa7589.wxs.aliquot_ensemble_masked.maf.gz	e477aaaf4f11fb5ed4a13a9b808ae364	15111	released
27fd7d8a-9716-451b-bb23-32707470ef7b	2393d723-dd70-4b7b-8ba9-a6cf4902c172.wxs.aliquot_ensemble_masked.maf.gz	1c7135b9e2ef9905e381423a2dfcd0ae	23513	released
703a785a-9236-432c-97f4-08166f4b8fca	e98b2a9e-c26b-469f-8a94-3a442cbf01c6.wxs.aliquot_ensemble_masked.maf.gz	66e0ec1307655f131373151b220c5e93	21350	released
9ca103fd-58e0-49be-a3c5-d81d2fbae08a	aa31ba87-1903-4ad5-9e33-9929f550fe1e.wxs.aliquot_ensemble_masked.maf.gz	b1bf3ea0a8bd7deb9ff985c88d4d8cfa	9105	released
65b4444c-a02c-47e0-916c-c102a3f8914b	f8f2b3e7-c6f8-49aa-8b1e-f5b5ab57e2c5.wxs.aliquot_ensemble_masked.maf.gz	9b70def90131b2e02998d4f32e279604	33517	released
83c9cede-3950-4d6d-9a6a-8052c3ee8d70	c52b7af4-adeb-456e-8312-cc67d1cc6112.wxs.aliquot_ensemble_masked.maf.gz	01430783a9bd11c67eb967b346012834	30333	released
