	MC: BLCA	MC: BRCA	MC: CESC	MC: COAD	MC: ESCA	MC: HNSC	MC: KIRC	MC: KIRP	MC: LIHC	MC: LUAD	MC: LUSC	MC: PRAD	MC: READ	MC: STAD	MC: THCA	MC: UCEC	MS: BLCA	MS: BRCA	MS: CESC	MS: COAD	MS: ESCA	MS: HNSC	MS: KIRC	MS: KIRP	MS: LIHC	MS: LUAD	MS: LUSC	MS: PRAD	MS: READ	MS: STAD	MS: THCA	MS: UCEC
CCL11	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	5.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	5.0
CCND2	0.0	2.0	0.0	1.0	0.0	2.0	1.0	0.0	3.0	4.0	2.0	1.0	0.0	4.0	0.0	21.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	3.0	4.0	2.0	1.0	0.0	4.0	0.0	15.0
CCNI2	0.0	2.0	1.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	4.0
CD151	0.0	2.0	1.0	3.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	11.0	0.0	2.0	1.0	3.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	8.0
CD69	0.0	2.0	1.0	3.0	0.0	1.0	0.0	0.0	2.0	1.0	3.0	1.0	4.0	5.0	0.0	9.0	0.0	2.0	1.0	3.0	0.0	1.0	0.0	0.0	2.0	1.0	2.0	1.0	3.0	5.0	0.0	8.0
CD79B	0.0	2.0	2.0	4.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	7.0	0.0	2.0	2.0	4.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	7.0
CDC42EP1	0.0	2.0	2.0	3.0	0.0	3.0	0.0	0.0	5.0	1.0	3.0	2.0	0.0	7.0	0.0	13.0	0.0	2.0	2.0	3.0	0.0	3.0	0.0	0.0	4.0	1.0	3.0	2.0	0.0	7.0	0.0	13.0
CEACAM16	0.0	2.0	1.0	7.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	4.0	0.0	12.0	0.0	2.0	1.0	6.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	10.0
CHIC1	0.0	2.0	1.0	3.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	2.0	1.0	3.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0
CKLF	0.0	2.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0	0.0	2.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	5.0
CLCC1	0.0	2.0	3.0	7.0	1.0	3.0	3.0	0.0	0.0	1.0	2.0	0.0	3.0	2.0	0.0	17.0	0.0	2.0	3.0	7.0	1.0	3.0	3.0	0.0	0.0	1.0	2.0	0.0	2.0	2.0	0.0	16.0
CLEC12A	0.0	2.0	2.0	5.0	1.0	0.0	2.0	0.0	2.0	4.0	6.0	0.0	1.0	7.0	0.0	17.0	0.0	2.0	2.0	5.0	1.0	0.0	1.0	0.0	2.0	4.0	6.0	0.0	1.0	7.0	0.0	17.0
CLEC18C	0.0	2.0	1.0	4.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	5.0	0.0	2.0	1.0	4.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	5.0
CNN3	0.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	3.0	0.0	11.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	3.0	0.0	11.0
CNPY1	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	3.0	1.0	0.0	11.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	2.0	2.0	0.0	2.0	1.0	0.0	9.0
CNTD1	0.0	2.0	1.0	6.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	3.0	0.0	15.0	0.0	2.0	1.0	6.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	3.0	0.0	14.0
COA7	0.0	2.0	3.0	1.0	1.0	3.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	8.0	0.0	2.0	3.0	1.0	1.0	3.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	8.0
COX4I2	0.0	2.0	2.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	3.0	2.0	0.0	8.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	3.0	2.0	0.0	7.0
CREB3L1	0.0	2.0	1.0	10.0	2.0	2.0	0.0	1.0	2.0	1.0	1.0	0.0	1.0	4.0	0.0	15.0	0.0	2.0	1.0	8.0	2.0	2.0	0.0	1.0	2.0	1.0	1.0	0.0	1.0	4.0	0.0	11.0
CRTAP	0.0	2.0	1.0	3.0	1.0	1.0	0.0	2.0	0.0	2.0	3.0	1.0	0.0	2.0	0.0	6.0	0.0	2.0	1.0	3.0	1.0	1.0	0.0	2.0	0.0	2.0	3.0	1.0	0.0	2.0	0.0	6.0
CRYBB3	0.0	2.0	1.0	3.0	1.0	2.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	5.0	0.0	9.0	0.0	2.0	1.0	3.0	1.0	2.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	5.0	0.0	9.0
CSAG3	0.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	5.0	0.0	0.0	1.0	5.0	0.0	18.0	0.0	2.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	5.0	0.0	0.0	1.0	5.0	0.0	17.0
CSNK2A2	0.0	2.0	1.0	11.0	1.0	3.0	1.0	0.0	0.0	3.0	0.0	0.0	1.0	9.0	0.0	19.0	0.0	2.0	1.0	11.0	1.0	3.0	1.0	0.0	0.0	3.0	0.0	0.0	1.0	9.0	0.0	19.0
CTU2	0.0	2.0	2.0	7.0	1.0	3.0	0.0	0.0	2.0	3.0	1.0	1.0	0.0	5.0	0.0	14.0	0.0	2.0	2.0	7.0	1.0	3.0	0.0	0.0	2.0	3.0	1.0	1.0	0.0	5.0	0.0	12.0
CYB561	0.0	2.0	2.0	5.0	0.0	2.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	1.0	0.0	11.0	0.0	2.0	2.0	5.0	0.0	2.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	1.0	0.0	10.0
CYB5R2	0.0	2.0	2.0	5.0	0.0	3.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	5.0	1.0	12.0	0.0	2.0	2.0	5.0	0.0	3.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	5.0	1.0	11.0
DAO	0.0	2.0	1.0	10.0	0.0	1.0	0.0	0.0	4.0	7.0	4.0	1.0	4.0	12.0	0.0	20.0	0.0	2.0	1.0	10.0	0.0	1.0	0.0	0.0	4.0	7.0	3.0	1.0	3.0	12.0	0.0	16.0
DCTN6	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	9.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0	8.0
DDX56	0.0	2.0	0.0	5.0	3.0	2.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0	8.0	0.0	18.0	0.0	2.0	0.0	5.0	3.0	2.0	0.0	1.0	1.0	1.0	2.0	1.0	1.0	7.0	0.0	17.0
DMRTC1	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
DNAJC27	0.0	2.0	3.0	4.0	1.0	1.0	0.0	1.0	2.0	4.0	2.0	0.0	0.0	3.0	0.0	12.0	0.0	2.0	3.0	4.0	1.0	1.0	0.0	1.0	2.0	4.0	2.0	0.0	0.0	3.0	0.0	10.0
DNASE1L2	0.0	2.0	0.0	6.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	3.0	0.0	2.0	0.0	6.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	3.0
DPT	0.0	2.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	4.0	1.0	1.0	0.0	0.0	0.0	7.0	0.0	2.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	4.0	1.0	1.0	0.0	0.0	0.0	7.0
DTD1	0.0	2.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	6.0	0.0	2.0	1.0	0.0	11.0	0.0	2.0	1.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	5.0	0.0	2.0	1.0	0.0	10.0
EDARADD	0.0	2.0	1.0	5.0	0.0	1.0	0.0	0.0	2.0	9.0	4.0	0.0	2.0	4.0	0.0	11.0	0.0	2.0	1.0	5.0	0.0	1.0	0.0	0.0	2.0	7.0	4.0	0.0	2.0	2.0	0.0	11.0
EFEMP2	0.0	2.0	3.0	5.0	0.0	3.0	1.0	0.0	1.0	4.0	3.0	2.0	1.0	10.0	0.0	19.0	0.0	2.0	3.0	5.0	0.0	3.0	1.0	0.0	1.0	4.0	3.0	2.0	1.0	9.0	0.0	19.0
EIF2D	0.0	2.0	1.0	5.0	1.0	0.0	0.0	1.0	1.0	7.0	3.0	1.0	1.0	4.0	0.0	17.0	0.0	2.0	1.0	4.0	1.0	0.0	0.0	1.0	1.0	7.0	3.0	1.0	1.0	4.0	0.0	14.0
ELMOD1	0.0	2.0	1.0	8.0	0.0	0.0	0.0	0.0	2.0	9.0	2.0	1.0	2.0	5.0	0.0	17.0	0.0	2.0	1.0	6.0	0.0	0.0	0.0	0.0	2.0	9.0	2.0	1.0	2.0	5.0	0.0	15.0
EOLA1	0.0	2.0	1.0	3.0	0.0	2.0	0.0	0.0	1.0	4.0	1.0	0.0	0.0	2.0	0.0	8.0	0.0	2.0	1.0	3.0	0.0	2.0	0.0	0.0	1.0	4.0	1.0	0.0	0.0	2.0	0.0	7.0
ERGIC3	0.0	2.0	1.0	7.0	0.0	1.0	0.0	0.0	1.0	4.0	0.0	1.0	1.0	10.0	0.0	15.0	0.0	2.0	1.0	7.0	0.0	1.0	0.0	0.0	1.0	4.0	0.0	1.0	1.0	10.0	0.0	13.0
ERLIN1	0.0	2.0	1.0	6.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	18.0	0.0	2.0	1.0	5.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	16.0
ERVFRD-1	0.0	2.0	0.0	5.0	0.0	1.0	2.0	1.0	1.0	5.0	2.0	0.0	4.0	3.0	0.0	22.0	0.0	2.0	0.0	5.0	0.0	1.0	2.0	1.0	1.0	5.0	2.0	0.0	3.0	3.0	0.0	19.0
ETFRF1	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0
EXOSC3	0.0	2.0	1.0	4.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	5.0	0.0	2.0	1.0	4.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	5.0
FAM210B	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0
FAM220A	0.0	2.0	0.0	6.0	1.0	2.0	0.0	0.0	1.0	1.0	4.0	0.0	1.0	2.0	0.0	11.0	0.0	2.0	0.0	6.0	1.0	2.0	0.0	0.0	1.0	1.0	4.0	0.0	1.0	2.0	0.0	9.0
FAM222B	0.0	2.0	4.0	10.0	0.0	2.0	1.0	0.0	4.0	2.0	1.0	0.0	4.0	5.0	0.0	21.0	0.0	2.0	4.0	10.0	0.0	2.0	1.0	0.0	4.0	2.0	1.0	0.0	4.0	5.0	0.0	21.0
FAM76B	0.0	2.0	2.0	3.0	0.0	1.0	0.0	0.0	2.0	1.0	3.0	1.0	0.0	6.0	1.0	16.0	0.0	2.0	2.0	3.0	0.0	1.0	0.0	0.0	2.0	1.0	3.0	1.0	0.0	4.0	1.0	15.0
FCRLB	0.0	2.0	1.0	5.0	0.0	4.0	0.0	0.0	3.0	4.0	2.0	0.0	1.0	7.0	0.0	8.0	0.0	2.0	1.0	4.0	0.0	3.0	0.0	0.0	3.0	4.0	2.0	0.0	1.0	7.0	0.0	8.0
FGF2	0.0	2.0	1.0	4.0	0.0	1.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	5.0	0.0	6.0	0.0	2.0	1.0	4.0	0.0	1.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	5.0	0.0	5.0
FOXD3	0.0	2.0	3.0	5.0	0.0	1.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	5.0	0.0	9.0	0.0	2.0	2.0	5.0	0.0	1.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	5.0	0.0	9.0
FOXI1	0.0	2.0	0.0	15.0	1.0	5.0	1.0	0.0	1.0	12.0	5.0	0.0	4.0	11.0	0.0	12.0	0.0	2.0	0.0	13.0	1.0	5.0	1.0	0.0	1.0	12.0	4.0	0.0	4.0	10.0	0.0	9.0
FRA10AC1	0.0	2.0	2.0	3.0	2.0	3.0	0.0	0.0	2.0	0.0	2.0	0.0	4.0	5.0	0.0	25.0	0.0	2.0	2.0	3.0	2.0	3.0	0.0	0.0	2.0	0.0	2.0	0.0	3.0	5.0	0.0	24.0
GAL	0.0	2.0	3.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	5.0	0.0	2.0	3.0	2.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	5.0
GBGT1	0.0	2.0	0.0	1.0	0.0	2.0	2.0	0.0	1.0	3.0	3.0	0.0	0.0	2.0	0.0	11.0	0.0	2.0	0.0	1.0	0.0	2.0	2.0	0.0	1.0	3.0	3.0	0.0	0.0	2.0	0.0	9.0
GGCT	0.0	2.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	1.0	3.0	1.0	2.0	1.0	1.0	13.0	0.0	2.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	13.0
GIPC2	0.0	2.0	2.0	3.0	0.0	2.0	0.0	0.0	0.0	2.0	6.0	0.0	5.0	2.0	0.0	30.0	0.0	2.0	1.0	3.0	0.0	2.0	0.0	0.0	0.0	2.0	5.0	0.0	3.0	2.0	0.0	26.0
GJC2	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	4.0	1.0	2.0	0.0	4.0	0.0	5.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	4.0	1.0	2.0	0.0	4.0	0.0	4.0
GPR157	0.0	2.0	2.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	1.0	2.0	4.0	0.0	9.0	0.0	2.0	1.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	1.0	2.0	4.0	0.0	9.0
GTF3C6	0.0	2.0	4.0	5.0	0.0	3.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	6.0	0.0	2.0	3.0	4.0	0.0	3.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	5.0
GUCA1A	0.0	2.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	7.0	0.0	1.0	1.0	2.0	0.0	9.0	0.0	2.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	7.0	0.0	1.0	1.0	2.0	0.0	9.0
GYPE	0.0	2.0	0.0	3.0	0.0	1.0	1.0	0.0	2.0	1.0	3.0	0.0	2.0	1.0	0.0	9.0	0.0	2.0	0.0	3.0	0.0	1.0	1.0	0.0	2.0	1.0	3.0	0.0	2.0	1.0	0.0	9.0
H2AC1	0.0	2.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	2.0	5.0	0.0	1.0	2.0	0.0	10.0	0.0	2.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	2.0	5.0	0.0	1.0	2.0	0.0	10.0
H2AP	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	1.0	0.0	12.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	1.0	0.0	12.0
H4C2	0.0	2.0	2.0	2.0	1.0	3.0	0.0	1.0	1.0	3.0	4.0	1.0	0.0	2.0	1.0	3.0	0.0	2.0	2.0	2.0	1.0	3.0	0.0	1.0	1.0	3.0	4.0	1.0	0.0	2.0	1.0	3.0
HABP4	0.0	2.0	5.0	3.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	2.0	3.0	0.0	19.0	0.0	2.0	4.0	3.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	3.0	0.0	18.0
HACD2	0.0	2.0	0.0	3.0	1.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	6.0	0.0	2.0	0.0	3.0	1.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	6.0
HAGHL	0.0	2.0	0.0	9.0	0.0	0.0	0.0	0.0	3.0	3.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	0.0	8.0	0.0	0.0	0.0	0.0	3.0	3.0	2.0	0.0	0.0	2.0	0.0	2.0
HBA2	0.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	3.0
HDHD2	0.0	2.0	2.0	3.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	2.0	1.0	3.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0
HJV	0.0	2.0	0.0	9.0	3.0	0.0	0.0	0.0	2.0	7.0	7.0	2.0	2.0	7.0	0.0	16.0	0.0	2.0	0.0	8.0	3.0	0.0	0.0	0.0	2.0	7.0	7.0	2.0	2.0	7.0	0.0	13.0
HMBS	0.0	2.0	1.0	6.0	1.0	0.0	0.0	0.0	2.0	4.0	0.0	1.0	1.0	3.0	0.0	26.0	0.0	2.0	1.0	6.0	1.0	0.0	0.0	0.0	2.0	4.0	0.0	1.0	1.0	3.0	0.0	21.0
HMCN2	0.0	2.0	0.0	6.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0
HPDL	0.0	2.0	1.0	3.0	0.0	2.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	5.0	1.0	13.0	0.0	2.0	1.0	3.0	0.0	2.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	5.0	1.0	13.0
IFI30	0.0	2.0	2.0	3.0	0.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	1.0	0.0	8.0	0.0	2.0	2.0	3.0	0.0	1.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	1.0	0.0	8.0
IFITM2	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	3.0
IFITM3	0.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
IFNA6	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	2.0	6.0	2.0	0.0	1.0	4.0	0.0	13.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	5.0	2.0	0.0	1.0	3.0	0.0	8.0
IGFALS	0.0	2.0	5.0	10.0	0.0	3.0	0.0	0.0	1.0	2.0	3.0	1.0	2.0	5.0	0.0	10.0	0.0	2.0	3.0	10.0	0.0	2.0	0.0	0.0	1.0	2.0	3.0	1.0	2.0	5.0	0.0	9.0
IGFBP5	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	2.0	5.0	1.0	0.0	1.0	5.0	1.0	6.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	2.0	5.0	1.0	0.0	1.0	5.0	1.0	6.0
IGHD	0.0	2.0	3.0	4.0	0.0	2.0	1.0	0.0	0.0	7.0	4.0	0.0	3.0	3.0	0.0	13.0	0.0	2.0	3.0	4.0	0.0	2.0	1.0	0.0	0.0	7.0	4.0	0.0	3.0	3.0	0.0	12.0
IGHV1-3	0.0	2.0	2.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	4.0	0.0	1.0	3.0	0.0	3.0	0.0	2.0	2.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	4.0	0.0	1.0	3.0	0.0	3.0
IGHV2-26	0.0	2.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	8.0	3.0	0.0	0.0	1.0	0.0	4.0	0.0	2.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	7.0	3.0	0.0	0.0	1.0	0.0	4.0
IGHV3-66	0.0	2.0	0.0	2.0	1.0	2.0	0.0	0.0	2.0	5.0	3.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	2.0	1.0	2.0	0.0	0.0	2.0	5.0	3.0	0.0	0.0	1.0	0.0	2.0
IGKV1-8	0.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	7.0	4.0	1.0	2.0	4.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	7.0	4.0	1.0	2.0	3.0	0.0	0.0
IGKV1D-42	0.0	2.0	0.0	2.0	1.0	5.0	1.0	0.0	0.0	8.0	16.0	0.0	0.0	2.0	0.0	11.0	0.0	2.0	0.0	2.0	1.0	5.0	1.0	0.0	0.0	7.0	16.0	0.0	0.0	2.0	0.0	11.0
IGKV2-24	0.0	2.0	0.0	7.0	1.0	0.0	1.0	1.0	3.0	10.0	10.0	0.0	0.0	1.0	0.0	6.0	0.0	2.0	0.0	7.0	1.0	0.0	1.0	1.0	2.0	10.0	10.0	0.0	0.0	1.0	0.0	6.0
IGKV2D-30	0.0	2.0	0.0	2.0	1.0	3.0	0.0	1.0	0.0	9.0	6.0	1.0	0.0	3.0	0.0	1.0	0.0	2.0	0.0	2.0	1.0	3.0	0.0	1.0	0.0	9.0	6.0	1.0	0.0	3.0	0.0	1.0
IGKV3-7	0.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	3.0	7.0	7.0	1.0	1.0	1.0	0.0	8.0	0.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0	3.0	7.0	7.0	1.0	1.0	1.0	0.0	8.0
IGLC7	0.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	3.0	0.0	6.0	0.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	2.0	0.0	6.0
IGLV3-19	0.0	2.0	1.0	3.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	4.0	0.0	2.0	1.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	4.0
IL25	0.0	2.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	2.0	3.0	1.0	1.0	4.0	0.0	9.0	0.0	2.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	2.0	3.0	1.0	1.0	4.0	0.0	9.0
IRX3	0.0	2.0	1.0	7.0	0.0	0.0	1.0	1.0	0.0	7.0	4.0	1.0	3.0	5.0	0.0	15.0	0.0	2.0	1.0	7.0	0.0	0.0	1.0	1.0	0.0	7.0	4.0	1.0	3.0	5.0	0.0	14.0
KCTD12	0.0	2.0	0.0	5.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	5.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0
KCTD5	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	10.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	9.0
KLHDC9	0.0	2.0	1.0	8.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	1.0	0.0	3.0	0.0	9.0	0.0	2.0	1.0	8.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0	1.0	0.0	3.0	0.0	7.0
KRTAP10-1	0.0	2.0	2.0	1.0	0.0	2.0	0.0	0.0	1.0	3.0	2.0	1.0	2.0	5.0	0.0	7.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	1.0	3.0	2.0	1.0	2.0	5.0	0.0	7.0
KRTAP10-12	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	4.0	6.0	0.0	1.0	5.0	1.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	6.0	0.0	1.0	5.0	1.0	5.0
KRTAP10-2	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	5.0	1.0	0.0	0.0	4.0	0.0	6.0	0.0	2.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	5.0	1.0	0.0	0.0	4.0	0.0	6.0
KRTAP12-3	0.0	2.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	2.0
KRTAP19-6	0.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	7.0	2.0	1.0	0.0	2.0	0.0	6.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	7.0	2.0	1.0	0.0	2.0	0.0	6.0
KRTAP4-2	0.0	2.0	0.0	3.0	0.0	2.0	0.0	0.0	2.0	5.0	2.0	0.0	0.0	1.0	1.0	5.0	0.0	2.0	0.0	3.0	0.0	2.0	0.0	0.0	2.0	4.0	2.0	0.0	0.0	1.0	1.0	4.0
