Hugo_Symbol	Amp	Del	total	AlteredSamples
TEX29	179	0	179	179
TEX30	179	0	179	179
TFDP1	179	0	179	179
TM9SF2	179	0	179	179
TMCO3	179	0	179	179
TMEM255B	179	0	179	179
TMTC4	179	0	179	179
TNFSF13B	179	0	179	179
TPP2	179	0	179	179
TUBGCP3	179	0	179	179
UBAC2	179	0	179	179
UBAC2-AS1	179	0	179	179
UPF3A	179	0	179	179
ZIC2	179	0	179	179
ZIC5	179	0	179	179
AAAS	0	178	178	178
ACVR1B	0	178	178	178
ACVRL1	0	178	178	178
ADAMTS20	0	178	178	178
ADCY6	0	178	178	178
AMHR2	0	178	178	178
AMIGO2	0	178	178	178
ANKRD33	0	178	178	178
ANKRD52	0	178	178	178
ANO6	0	178	178	178
ANP32D	0	178	178	178
APOF	0	178	178	178
AQP2	0	178	178	178
AQP5	0	178	178	178
AQP6	0	178	178	178
ARF3	0	178	178	178
ARID2	0	178	178	178
ASB8	0	178	178	178
ASIC1	0	178	178	178
ATF1	0	178	178	178
ATF7	0	178	178	178
ATG101	0	178	178	178
ATP5B	0	178	178	178
ATP5G2	0	178	178	178
BAZ2A	0	178	178	178
BCDIN3D	0	178	178	178
BCDIN3D-AS1	0	178	178	178
BIN2	0	178	178	178
BLOC1S1	0	178	178	178
BLOC1S1-RDH5	0	178	178	178
C12orf10	0	178	178	178
C12orf54	0	178	178	178
C12orf80	0	178	178	178
C1QL4	0	178	178	178
CACNB3	0	178	178	178
CALCOCO1	0	178	178	178
CBX5	0	178	178	178
CCDC184	0	178	178	178
CCDC65	0	178	178	178
CCNT1	0	178	178	178
CD63	0	178	178	178
CDK2	0	178	178	178
CELA1	0	178	178	178
CERS5	0	178	178	178
CISTR	0	178	178	178
CNPY2	0	178	178	178
COL2A1	0	178	178	178
COPZ1	0	178	178	178
COQ10A	0	178	178	178
COX14	0	178	178	178
CS	0	178	178	178
CSAD	0	178	178	178
CSRNP2	0	178	178	178
DAZAP2	0	178	178	178
DBX2	0	178	178	178
DCD	0	178	178	178
DDN	0	178	178	178
DDX23	0	178	178	178
DGKA	0	178	178	178
DHH	0	178	178	178
DIP2B	0	178	178	178
DNAJC14	0	178	178	178
DNAJC22	0	178	178	178
EIF4B	0	178	178	178
ENDOU	0	178	178	178
ERBB3	0	178	178	178
ESPL1	0	178	178	178
ESYT1	0	178	178	178
FAIM2	0	178	178	178
FAM186A	0	178	178	178
FAM186B	0	178	178	178
FIGNL2	0	178	178	178
FKBP11	0	178	178	178
FLJ12825	0	178	178	178
FMNL3	0	178	178	178
GALNT6	0	178	178	178
GDF11	0	178	178	178
GLS2	0	178	178	178
GLYCAM1	0	178	178	178
GPD1	0	178	178	178
GPR182	0	178	178	178
GPR84	0	178	178	178
GRASP	0	178	178	178
GTSF1	0	178	178	178
H1FNT	0	178	178	178
HDAC7	0	178	178	178
HIGD1C	0	178	178	178
HNRNPA1	0	178	178	178
HOTAIR	0	178	178	178
HOXC-AS1	0	178	178	178
HOXC-AS2	0	178	178	178
HOXC-AS3	0	178	178	178
HOXC10	0	178	178	178
HOXC11	0	178	178	178
HOXC12	0	178	178	178
HOXC13	0	178	178	178
HOXC13-AS	0	178	178	178
HOXC4	0	178	178	178
HOXC5	0	178	178	178
HOXC6	0	178	178	178
HOXC8	0	178	178	178
HOXC9	0	178	178	178
HSD17B6	0	178	178	178
IGFBP6	0	178	178	178
IKZF4	0	178	178	178
IL23A	0	178	178	178
IRAK4	0	178	178	178
ITGA5	0	178	178	178
ITGA7	0	178	178	178
ITGB7	0	178	178	178
KANSL2	0	178	178	178
KCNH3	0	178	178	178
KMT2D	0	178	178	178
KRT1	0	178	178	178
KRT18	0	178	178	178
KRT2	0	178	178	178
KRT3	0	178	178	178
KRT4	0	178	178	178
KRT5	0	178	178	178
KRT6A	0	178	178	178
KRT6B	0	178	178	178
KRT6C	0	178	178	178
KRT7	0	178	178	178
KRT71	0	178	178	178
KRT72	0	178	178	178
KRT73	0	178	178	178
KRT73-AS1	0	178	178	178
KRT74	0	178	178	178
KRT75	0	178	178	178
KRT76	0	178	178	178
KRT77	0	178	178	178
KRT78	0	178	178	178
KRT79	0	178	178	178
KRT8	0	178	178	178
KRT80	0	178	178	178
KRT81	0	178	178	178
KRT82	0	178	178	178
KRT83	0	178	178	178
KRT84	0	178	178	178
KRT85	0	178	178	178
KRT86	0	178	178	178
LACRT	0	178	178	178
LALBA	0	178	178	178
LARP4	0	178	178	178
LETMD1	0	178	178	178
LIMA1	0	178	178	178
LINC00592	0	178	178	178
LINC00935	0	178	178	178
LINC00938	0	178	178	178
LMBR1L	0	178	178	178
LOC100240734	0	178	178	178
LOC100240735	0	178	178	178
LOC100288798	0	178	178	178
LOC100335030	0	178	178	178
LOC100506125	0	178	178	178
LOC100652999	0	178	178	178
LOC101927267	0	178	178	178
LOC101927292	0	178	178	178
LOC101927318	0	178	178	178
LOC102724050	0	178	178	178
LOC105369747	0	178	178	178
LOC105369781	0	178	178	178
LOC105369971	0	178	178	178
LOC283332	0	178	178	178
LOC283335	0	178	178	178
LOC400043	0	178	178	178
LRP1	0	178	178	178
LRP1-AS	0	178	178	178
MAP3K12	0	178	178	178
MCRS1	0	178	178	178
METTL7A	0	178	178	178
METTL7B	0	178	178	178
MFSD5	0	178	178	178
MIP	0	178	178	178
MIR1228	0	178	178	178
MIR1291	0	178	178	178
MIR1293	0	178	178	178
MIR148B	0	178	178	178
MIR196A2	0	178	178	178
MIR3198-2	0	178	178	178
MIR4494	0	178	178	178
MIR4698	0	178	178	178
MIR4701	0	178	178	178
MIR615	0	178	178	178
MIR6505	0	178	178	178
MIR6757	0	178	178	178
MMP19	0	178	178	178
MUCL1	0	178	178	178
MYL6	0	178	178	178
MYL6B	0	178	178	178
MYO1A	0	178	178	178
NAB2	0	178	178	178
NABP2	0	178	178	178
NACA	0	178	178	178
NCKAP1L	0	178	178	178
NCKAP5L	0	178	178	178
NDUFA4L2	0	178	178	178
NELL2	0	178	178	178
NEMP1	0	178	178	178
NEUROD4	0	178	178	178
NFE2	0	178	178	178
NPFF	0	178	178	178
NR4A1	0	178	178	178
NXPH4	0	178	178	178
OR10A7	0	178	178	178
OR10AD1	0	178	178	178
OR10P1	0	178	178	178
OR2AP1	0	178	178	178
OR6C1	0	178	178	178
OR6C2	0	178	178	178
OR6C3	0	178	178	178
OR6C4	0	178	178	178
OR6C6	0	178	178	178
OR6C65	0	178	178	178
OR6C68	0	178	178	178
OR6C70	0	178	178	178
OR6C74	0	178	178	178
OR6C75	0	178	178	178
OR6C76	0	178	178	178
OR7E47P	0	178	178	178
OR8S1	0	178	178	178
OR9K2	0	178	178	178
ORMDL2	0	178	178	178
PA2G4	0	178	178	178
PAN2	0	178	178	178
PCBP2	0	178	178	178
PCBP2-OT1	0	178	178	178
PCED1B	0	178	178	178
PCED1B-AS1	0	178	178	178
PDE1B	0	178	178	178
PFDN5	0	178	178	178
PFKM	0	178	178	178
PLEKHA8P1	0	178	178	178
PMEL	0	178	178	178
POU6F1	0	178	178	178
PPP1R1A	0	178	178	178
PRIM1	0	178	178	178
PRKAG1	0	178	178	178
PRPF40B	0	178	178	178
PRPH	0	178	178	178
PRR13	0	178	178	178
PTGES3	0	178	178	178
PUS7L	0	178	178	178
PYM1	0	178	178	178
R3HDM2	0	178	178	178
RAB5B	0	178	178	178
RACGAP1	0	178	178	178
RACGAP1P	0	178	178	178
RAPGEF3	0	178	178	178
RARG	0	178	178	178
RBMS2	0	178	178	178
RDH16	0	178	178	178
RDH5	0	178	178	178
RHEBL1	0	178	178	178
RND1	0	178	178	178
RNF41	0	178	178	178
RPAP3	0	178	178	178
RPL41	0	178	178	178
RPS26	0	178	178	178
SARNP	0	178	178	178
SCAF11	0	178	178	178
SCN8A	0	178	178	178
SDR9C7	0	178	178	178
SENP1	0	178	178	178
SHMT2	0	178	178	178
SLC11A2	0	178	178	178
SLC38A1	0	178	178	178
SLC38A2	0	178	178	178
SLC38A4	0	178	178	178
SLC39A5	0	178	178	178
SLC48A1	0	178	178	178
SLC4A8	0	178	178	178
SMAGP	0	178	178	178
SMARCC2	0	178	178	178
SMARCD1	0	178	178	178
SMUG1	0	178	178	178
SNORA105C	0	178	178	178
SNORA2A	0	178	178	178
SNORA2B	0	178	178	178
SNORA2C	0	178	178	178
SNORD133	0	178	178	178
SNORD59A	0	178	178	178
SNORD59B	0	178	178	178
SOAT2	0	178	178	178
SP1	0	178	178	178
SP7	0	178	178	178
SPATS2	0	178	178	178
SPRYD3	0	178	178	178
SPRYD4	0	178	178	178
STAC3	0	178	178	178
STAT2	0	178	178	178
STAT6	0	178	178	178
SUOX	0	178	178	178
TAC3	0	178	178	178
TARBP2	0	178	178	178
TESPA1	0	178	178	178
TFCP2	0	178	178	178
TIMELESS	0	178	178	178
TMBIM6	0	178	178	178
TMEM106C	0	178	178	178
TMEM117	0	178	178	178
TMEM198B	0	178	178	178
TMPRSS12	0	178	178	178
TNS2	0	178	178	178
TROAP	0	178	178	178
TUBA1A	0	178	178	178
TUBA1B	0	178	178	178
TUBA1C	0	178	178	178
TWF1	0	178	178	178
VDR	0	178	178	178
WNT1	0	178	178	178
WNT10B	0	178	178	178
ZBTB39	0	178	178	178
ZC3H10	0	178	178	178
ZNF385A	0	178	178	178
ZNF641	0	178	178	178
ZNF740	0	178	178	178
LOC101926964	169	0	169	169
MGC34796	169	0	169	169
MIR3116-1	169	0	169	169
MIR3116-2	169	0	169	169
NFIA	169	0	169	169
NFIA-AS1	169	0	169	169
NFIA-AS2	169	0	169	169
PATJ	169	0	169	169
TM2D1	169	0	169	169
ANXA11	166	0	166	166
BEND3P3	166	0	166	166
BMS1P21	166	0	166	166
EIF5AL1	166	0	166	166
LINC00857	166	0	166	166
LOC100130698	166	0	166	166
LOC105378385	166	0	166	166
LOC642361	166	0	166	166
LOC729815	166	0	166	166
MBL1P	166	0	166	166
NUTM2B	166	0	166	166
NUTM2B-AS1	166	0	166	166
PLAC9	166	0	166	166
PPIF	166	0	166	166
SFTPA1	166	0	166	166
SFTPA2	166	0	166	166
SFTPD	166	0	166	166
TMEM254	166	0	166	166
TMEM254-AS1	166	0	166	166
ZCCHC24	166	0	166	166
ZMIZ1	166	0	166	166
ZMIZ1-AS1	166	0	166	166
ANKRD17	163	0	163	163
COX18	163	0	163	163
C20orf96	0	162	162	162
CSNK2A1	0	162	162	162
DEFB125	0	162	162	162
DEFB126	0	162	162	162
DEFB127	0	162	162	162
DEFB128	0	162	162	162
DEFB129	0	162	162	162
DEFB132	0	162	162	162
NRSN2	0	162	162	162
NRSN2-AS1	0	162	162	162
RBCK1	0	162	162	162
SCRT2	0	162	162	162
SLC52A3	0	162	162	162
SOX12	0	162	162	162
SRXN1	0	162	162	162
TBC1D20	0	162	162	162
TCF15	0	162	162	162
TRIB3	0	162	162	162
ZCCHC3	0	162	162	162
CCDC144NL	150	0	150	150
CCDC144NL-AS1	150	0	150	150
DHRS7B	150	0	150	150
LINC01563	150	0	150	150
LOC339260	150	0	150	150
NATD1	150	0	150	150
TMEM11	150	0	150	150
USP22	150	0	150	150
ADAP1	0	144	144	144
AMZ1	0	144	144	144
BRAT1	0	144	144	144
C7orf50	0	144	144	144
CARD11	0	144	144	144
CHST12	0	144	144	144
COX19	0	144	144	144
CYP2W1	0	144	144	144
DNAAF5	0	144	144	144
EIF3B	0	144	144	144
ELFN1	0	144	144	144
ELFN1-AS1	0	144	144	144
FAM20C	0	144	144	144
GET4	0	144	144	144
GNA12	0	144	144	144
GPER1	0	144	144	144
GPR146	0	144	144	144
GRIFIN	0	144	144	144
HRAT92	0	144	144	144
INTS1	0	144	144	144
IQCE	0	144	144	144
LFNG	0	144	144	144
LOC100129603	0	144	144	144
LOC100507642	0	144	144	144
LOC101926963	0	144	144	144
LOC101927000	0	144	144	144
LOC101927021	0	144	144	144
LOC101927181	0	144	144	144
LOC102723672	0	144	144	144
LOC105375115	0	144	144	144
LOC442497	0	144	144	144
MAD1L1	0	144	144	144
MAFK	0	144	144	144
MICALL2	0	144	144	144
MIR339	0	144	144	144
MIR4648	0	144	144	144
MIR4655	0	144	144	144
MIR6836	0	144	144	144
MRM2	0	144	144	144
NUDT1	0	144	144	144
PDGFA	0	144	144	144
PRKAR1B	0	144	144	144
PSMG3	0	144	144	144
PSMG3-AS1	0	144	144	144
SNX8	0	144	144	144
SUN1	0	144	144	144
TFAMP1	0	144	144	144
TMEM184A	0	144	144	144
TTYH3	0	144	144	144
UNCX	0	144	144	144
WI2-2373I1.2	0	144	144	144
ZFAND2A	0	144	144	144
ALOX5AP	142	0	142	142
HMGB1	142	0	142	142
KATNAL1	142	0	142	142
LINC00297	142	0	142	142
LINC00365	142	0	142	142
LINC00384	142	0	142	142
LINC00398	142	0	142	142
LINC00426	142	0	142	142
LINC00544	142	0	142	142
LINC00572	142	0	142	142
LINC01058	142	0	142	142
UBL3	142	0	142	142
USPL1	142	0	142	142
FLRT3	0	133	133	133
LOC613266	0	133	133	133
MACROD2	0	133	133	133
MACROD2-AS1	0	133	133	133
MACROD2-IT1	0	133	133	133
