Hugo_Symbol	Amp	Del	total	AlteredSamples
BEGAIN	0	325	325	325
BRF1	0	325	325	325
BTBD6	0	325	325	325
BTBD7	0	325	325	325
C14orf132	0	325	325	325
C14orf159	0	325	325	325
C14orf177	0	325	325	325
C14orf180	0	325	325	325
C14orf2	0	325	325	325
C14orf79	0	325	325	325
C14orf80	0	325	325	325
C3orf14	0	325	325	325
C3orf49	0	325	325	325
C3orf67	0	325	325	325
C3orf67-AS1	0	325	325	325
CADPS	0	325	325	325
CALM1	0	325	325	325
CATSPERB	0	325	325	325
CCDC66	0	325	325	325
CCDC85C	0	325	325	325
CCDC88C	0	325	325	325
CCNK	0	325	325	325
CDC42BPB	0	325	325	325
CDCA4	0	325	325	325
CEP170B	0	325	325	325
CHGA	0	325	325	325
CINP	0	325	325	325
CKB	0	325	325	325
CLMN	0	325	325	325
CNTN3	0	325	325	325
COX8C	0	325	325	325
CPSF2	0	325	325	325
CRIP1	0	325	325	325
CRIP2	0	325	325	325
CYP46A1	0	325	325	325
DDX24	0	325	325	325
DEGS2	0	325	325	325
DENND6A	0	325	325	325
DICER1	0	325	325	325
DICER1-AS1	0	325	325	325
DIO3	0	325	325	325
DIO3OS	0	325	325	325
DLK1	0	325	325	325
DNAH12	0	325	325	325
DNASE1L3	0	325	325	325
DYNC1H1	0	325	325	325
EBLN2	0	325	325	325
EFCAB11	0	325	325	325
EIF4E3	0	325	325	325
EIF5	0	325	325	325
ELK2AP	0	325	325	325
EML1	0	325	325	325
EML5	0	325	325	325
EOGT	0	325	325	325
EVL	0	325	325	325
EXOC3L4	0	325	325	325
FAM107A	0	325	325	325
FAM181A	0	325	325	325
FAM181A-AS1	0	325	325	325
FAM19A1	0	325	325	325
FAM19A4	0	325	325	325
FAM208A	0	325	325	325
FAM30A	0	325	325	325
FAM3D	0	325	325	325
FAM3D-AS1	0	325	325	325
FAM86DP	0	325	325	325
FBLN5	0	325	325	325
FEZF2	0	325	325	325
FHIT	0	325	325	325
FLNB	0	325	325	325
FLRT2	0	325	325	325
FOXN3	0	325	325	325
FOXN3-AS1	0	325	325	325
FOXN3-AS2	0	325	325	325
FOXP1	0	325	325	325
FOXP1-AS1	0	325	325	325
FRG2C	0	325	325	325
FRMD4B	0	325	325	325
GALC	0	325	325	325
GBE1	0	325	325	325
GLRX5	0	325	325	325
GOLGA5	0	325	325	325
GON7	0	325	325	325
GPR132	0	325	325	325
GPR27	0	325	325	325
GPR65	0	325	325	325
GPR68	0	325	325	325
GSC	0	325	325	325
GSKIP	0	325	325	325
GXYLT2	0	325	325	325
HESX1	0	325	325	325
HHIPL1	0	325	325	325
HSP90AA1	0	325	325	325
IFI27	0	325	325	325
IFI27L1	0	325	325	325
IFI27L2	0	325	325	325
IL17RD	0	325	325	325
INF2	0	325	325	325
ITPK1	0	325	325	325
ITPK1-AS1	0	325	325	325
JAG2	0	325	325	325
KBTBD8	0	325	325	325
KCNK10	0	325	325	325
KCNK13	0	325	325	325
KCTD6	0	325	325	325
KIF26A	0	325	325	325
KLC1	0	325	325	325
LGMN	0	325	325	325
LINC00221	0	325	325	325
LINC00226	0	325	325	325
LINC00239	0	325	325	325
LINC00341	0	325	325	325
LINC00521	0	325	325	325
LINC00523	0	325	325	325
LINC00524	0	325	325	325
LINC00605	0	325	325	325
LINC00618	0	325	325	325
LINC00637	0	325	325	325
LINC00638	0	325	325	325
LINC00642	0	325	325	325
LINC00677	0	325	325	325
LINC00698	0	325	325	325
LINC00870	0	325	325	325
LINC00877	0	325	325	325
LINC00911	0	325	325	325
LINC00960	0	325	325	325
LINC00994	0	325	325	325
LINC01146	0	325	325	325
LINC01550	0	325	325	325
LMOD3	0	325	325	325
LOC100129345	0	325	325	325
LOC100507277	0	325	325	325
LOC100507437	0	325	325	325
LOC101927296	0	325	325	325
LOC101927374	0	325	325	325
LOC101928767	0	325	325	325
LOC101928791	0	325	325	325
LOC101928909	0	325	325	325
LOC101929002	0	325	325	325
LOC101929080	0	325	325	325
LOC101929159	0	325	325	325
LOC101929241	0	325	325	325
LOC101929634	0	325	325	325
LOC102723354	0	325	325	325
LOC105370605	0	325	325	325
LOC105370619	0	325	325	325
LOC105370622	0	325	325	325
LOC105370697	0	325	325	325
LOC105377102	0	325	325	325
LOC105377105	0	325	325	325
LOC105377143	0	325	325	325
LOC105377146	0	325	325	325
LOC105377162	0	325	325	325
LOC105378183	0	325	325	325
LOC107984640	0	325	325	325
LOC283585	0	325	325	325
LOC728290	0	325	325	325
LOC730202	0	325	325	325
LRIG1	0	325	325	325
MAGI1	0	325	325	325
MAGI1-AS1	0	325	325	325
MARK3	0	325	325	325
MEG3	0	325	325	325
MEG8	0	325	325	325
MEG9	0	325	325	325
MIR1185-1	0	325	325	325
MIR1185-2	0	325	325	325
MIR1193	0	325	325	325
MIR1197	0	325	325	325
MIR1247	0	325	325	325
MIR127	0	325	325	325
MIR1284	0	325	325	325
MIR1324	0	325	325	325
MIR134	0	325	325	325
MIR136	0	325	325	325
MIR151B	0	325	325	325
MIR154	0	325	325	325
MIR203A	0	325	325	325
MIR203B	0	325	325	325
MIR2392	0	325	325	325
MIR299	0	325	325	325
MIR300	0	325	325	325
MIR3136	0	325	325	325
MIR3173	0	325	325	325
MIR323A	0	325	325	325
MIR323B	0	325	325	325
MIR329-1	0	325	325	325
MIR329-2	0	325	325	325
MIR337	0	325	325	325
MIR342	0	325	325	325
MIR345	0	325	325	325
MIR369	0	325	325	325
MIR370	0	325	325	325
MIR376A1	0	325	325	325
MIR376A2	0	325	325	325
MIR376B	0	325	325	325
MIR376C	0	325	325	325
MIR377	0	325	325	325
MIR379	0	325	325	325
MIR380	0	325	325	325
MIR381	0	325	325	325
MIR381HG	0	325	325	325
MIR382	0	325	325	325
MIR3923	0	325	325	325
MIR409	0	325	325	325
MIR410	0	325	325	325
MIR411	0	325	325	325
MIR412	0	325	325	325
MIR4272	0	325	325	325
MIR4273	0	325	325	325
MIR4309	0	325	325	325
MIR431	0	325	325	325
MIR432	0	325	325	325
MIR433	0	325	325	325
MIR4444-1	0	325	325	325
MIR4506	0	325	325	325
MIR4507	0	325	325	325
MIR4537	0	325	325	325
MIR4538	0	325	325	325
MIR4539	0	325	325	325
MIR4710	0	325	325	325
MIR485	0	325	325	325
MIR487A	0	325	325	325
MIR487B	0	325	325	325
MIR493	0	325	325	325
MIR494	0	325	325	325
MIR495	0	325	325	325
MIR496	0	325	325	325
MIR5195	0	325	325	325
MIR539	0	325	325	325
MIR541	0	325	325	325
MIR543	0	325	325	325
MIR544A	0	325	325	325
MIR548BB	0	325	325	325
MIR654	0	325	325	325
MIR655	0	325	325	325
MIR656	0	325	325	325
MIR665	0	325	325	325
MIR668	0	325	325	325
MIR6764	0	325	325	325
MIR6765	0	325	325	325
MIR758	0	325	325	325
MIR770	0	325	325	325
MIR8071-1	0	325	325	325
MIR889	0	325	325	325
MITF	0	325	325	325
MOAP1	0	325	325	325
MOK	0	325	325	325
MTA1	0	325	325	325
NDUFB1	0	325	325	325
NRDE2	0	325	325	325
NUDT14	0	325	325	325
OTUB2	0	325	325	325
PACS2	0	325	325	325
PAPOLA	0	325	325	325
PDE12	0	325	325	325
PDHB	0	325	325	325
PDZRN3	0	325	325	325
PDZRN3-AS1	0	325	325	325
PLD4	0	325	325	325
PPP1R13B	0	325	325	325
PPP2R5C	0	325	325	325
PPP4R2	0	325	325	325
PPP4R3A	0	325	325	325
PPP4R4	0	325	325	325
PRICKLE2	0	325	325	325
PRICKLE2-AS1	0	325	325	325
PRICKLE2-AS2	0	325	325	325
PRICKLE2-AS3	0	325	325	325
PRIMA1	0	325	325	325
PROK2	0	325	325	325
PSMC1	0	325	325	325
PSMD6	0	325	325	325
PSMD6-AS2	0	325	325	325
PTPN21	0	325	325	325
PTPRG	0	325	325	325
PTPRG-AS1	0	325	325	325
PXK	0	325	325	325
RCOR1	0	325	325	325
RD3L	0	325	325	325
RIN3	0	325	325	325
ROBO1	0	325	325	325
ROBO2	0	325	325	325
RPP14	0	325	325	325
RPS6KA5	0	325	325	325
RTL1	0	325	325	325
RYBP	0	325	325	325
SAMMSON	0	325	325	325
SCARNA13	0	325	325	325
SERPINA1	0	325	325	325
SERPINA10	0	325	325	325
SERPINA11	0	325	325	325
SERPINA12	0	325	325	325
SERPINA13P	0	325	325	325
SERPINA2	0	325	325	325
SERPINA3	0	325	325	325
SERPINA4	0	325	325	325
SERPINA5	0	325	325	325
SERPINA6	0	325	325	325
SERPINA9	0	325	325	325
SETD3	0	325	325	325
SHQ1	0	325	325	325
SIVA1	0	325	325	325
SLC24A4	0	325	325	325
SLC25A26	0	325	325	325
SLC25A29	0	325	325	325
SLC25A47	0	325	325	325
SLMAP	0	325	325	325
SNHG10	0	325	325	325
SNHG24	0	325	325	325
SNORA11B	0	325	325	325
SNORA28	0	325	325	325
SNORD112	0	325	325	325
SNORD113-1	0	325	325	325
SNORD113-2	0	325	325	325
SNORD113-3	0	325	325	325
SNORD113-4	0	325	325	325
SNORD113-5	0	325	325	325
SNORD113-6	0	325	325	325
SNORD113-7	0	325	325	325
SNORD113-8	0	325	325	325
SNORD113-9	0	325	325	325
SNORD114-1	0	325	325	325
SNORD114-10	0	325	325	325
SNORD114-11	0	325	325	325
SNORD114-12	0	325	325	325
SNORD114-13	0	325	325	325
SNORD114-14	0	325	325	325
SNORD114-15	0	325	325	325
SNORD114-16	0	325	325	325
SNORD114-17	0	325	325	325
SNORD114-18	0	325	325	325
SNORD114-19	0	325	325	325
SNORD114-2	0	325	325	325
SNORD114-20	0	325	325	325
SNORD114-21	0	325	325	325
SNORD114-22	0	325	325	325
SNORD114-23	0	325	325	325
SNORD114-24	0	325	325	325
SNORD114-25	0	325	325	325
SNORD114-26	0	325	325	325
SNORD114-27	0	325	325	325
SNORD114-28	0	325	325	325
SNORD114-29	0	325	325	325
SNORD114-3	0	325	325	325
SNORD114-30	0	325	325	325
SNORD114-31	0	325	325	325
SNORD114-4	0	325	325	325
SNORD114-5	0	325	325	325
SNORD114-6	0	325	325	325
SNORD114-7	0	325	325	325
SNORD114-8	0	325	325	325
SNORD114-9	0	325	325	325
SNTN	0	325	325	325
SPATA12	0	325	325	325
SPATA7	0	325	325	325
SUCLG2	0	325	325	325
SUCLG2-AS1	0	325	325	325
SYNE3	0	325	325	325
SYNPR	0	325	325	325
SYNPR-AS1	0	325	325	325
TC2N	0	325	325	325
TCL1A	0	325	325	325
TCL1B	0	325	325	325
TCL6	0	325	325	325
TDP1	0	325	325	325
TDRD9	0	325	325	325
TECPR2	0	325	325	325
TEX22	0	325	325	325
THOC7	0	325	325	325
THOC7-AS1	0	325	325	325
TMEM121	0	325	325	325
TMEM179	0	325	325	325
TMEM251	0	325	325	325
TMF1	0	325	325	325
TNFAIP2	0	325	325	325
TRAF3	0	325	325	325
TRIP11	0	325	325	325
TRMT61A	0	325	325	325
TTC7B	0	325	325	325
TTC8	0	325	325	325
TUNAR	0	325	325	325
UBA3	0	325	325	325
UBR7	0	325	325	325
UNC79	0	325	325	325
VRK1	0	325	325	325
WARS	0	325	325	325
WDR20	0	325	325	325
WDR25	0	325	325	325
XRCC3	0	325	325	325
YY1	0	325	325	325
ZBTB42	0	325	325	325
ZC3H14	0	325	325	325
ZFYVE21	0	325	325	325
ZNF717	0	325	325	325
ZNF839	0	325	325	325
hsa-mir-1185-2	0	325	325	325
ANO9	0	324	324	324
B4GALNT4	0	324	324	324
BET1L	0	324	324	324
HRAS	0	324	324	324
IFITM1	0	324	324	324
IFITM2	0	324	324	324
IFITM3	0	324	324	324
IFITM5	0	324	324	324
LINC01001	0	324	324	324
MIR6743	0	324	324	324
NLRP6	0	324	324	324
ODF3	0	324	324	324
PGGHG	0	324	324	324
PKP3	0	324	324	324
PSMD13	0	324	324	324
PTDSS2	0	324	324	324
RIC8A	0	324	324	324
RNH1	0	324	324	324
SCGB1C1	0	324	324	324
SIGIRR	0	324	324	324
SIRT3	0	324	324	324
LOC105375972	0	322	322	322
PTPRD	0	322	322	322
PTPRD-AS1	0	322	322	322
ACKR3	0	320	320	320
AGAP1	0	320	320	320
AGAP1-IT1	0	320	320	320
AGXT	0	320	320	320
ANKMY1	0	320	320	320
ANO7	0	320	320	320
AQP12A	0	320	320	320
AQP12B	0	320	320	320
ASB1	0	320	320	320
ASB18	0	320	320	320
ATG4B	0	320	320	320
BOK	0	320	320	320
BOK-AS1	0	320	320	320
C2orf54	0	320	320	320
CAPN10	0	320	320	320
CAPN10-AS1	0	320	320	320
COL6A3	0	320	320	320
COPS8	0	320	320	320
COPS9	0	320	320	320
D2HGDH	0	320	320	320
DTYMK	0	320	320	320
DUSP28	0	320	320	320
ERFE	0	320	320	320
ESPNL	0	320	320	320
FARP2	0	320	320	320
FLJ43879	0	320	320	320
GAL3ST2	0	320	320	320
GBX2	0	320	320	320
GPC1	0	320	320	320
GPR35	0	320	320	320
HDAC4	0	320	320	320
HDLBP	0	320	320	320
HES6	0	320	320	320
ILKAP	0	320	320	320
ING5	0	320	320	320
IQCA1	0	320	320	320
KIF1A	0	320	320	320
KLHL30	0	320	320	320
LINC01107	0	320	320	320
LINC01173	0	320	320	320
LINC01237	0	320	320	320
LOC101928111	0	320	320	320
LOC102723927	0	320	320	320
LOC150935	0	320	320	320
LOC151174	0	320	320	320
LOC200772	0	320	320	320
LOC285095	0	320	320	320
LOC643387	0	320	320	320
LOC728323	0	320	320	320
LOC93463	0	320	320	320
LRRFIP1	0	320	320	320
MGC16025	0	320	320	320
MIR149	0	320	320	320
MIR2467	0	320	320	320
MIR3133	0	320	320	320
MIR4269	0	320	320	320
MIR4440	0	320	320	320
MIR4441	0	320	320	320
MIR4786	0	320	320	320
MIR6811	0	320	320	320
MLPH	0	320	320	320
MTERF4	0	320	320	320
NDUFA10	0	320	320	320
NEU4	0	320	320	320
OR6B2	0	320	320	320
OR6B3	0	320	320	320
OTOS	0	320	320	320
PASK	0	320	320	320
PDCD1	0	320	320	320
PER2	0	320	320	320
PP14571	0	320	320	320
PPP1R7	0	320	320	320
PRLH	0	320	320	320
RAB17	0	320	320	320
RAMP1	0	320	320	320
RBM44	0	320	320	320
RNPEPL1	0	320	320	320
RTP5	0	320	320	320
SCLY	0	320	320	320
SEPT2	0	320	320	320
SH3BP4	0	320	320	320
SNED1	0	320	320	320
STK25	0	320	320	320
THAP4	0	320	320	320
TRAF3IP1	0	320	320	320
TWIST2	0	320	320	320
UBE2F	0	320	320	320
UBE2F-SCLY	0	320	320	320
AKR1C1	318	0	318	318
AKR1C2	318	0	318	318
KLLN	0	316	316	316
PTEN	0	316	316	316
ADAM8	0	308	308	308
ADGRA1	0	308	308	308
ADGRA1-AS1	0	308	308	308
BNIP3	0	308	308	308
C10orf91	0	308	308	308
CALY	0	308	308	308
CFAP46	0	308	308	308
CTAGE7P	0	308	308	308
CYP2E1	0	308	308	308
DPYSL4	0	308	308	308
ECHS1	0	308	308	308
FRG2B	0	308	308	308
FUOM	0	308	308	308
GLRX3	0	308	308	308
INPP5A	0	308	308	308
JAKMIP3	0	308	308	308
KNDC1	0	308	308	308
LINC00959	0	308	308	308
LINC01164	0	308	308	308
LINC01166	0	308	308	308
LINC01167	0	308	308	308
LINC01168	0	308	308	308
LRRC27	0	308	308	308
MIR202	0	308	308	308
MIR202HG	0	308	308	308
MIR378C	0	308	308	308
MIR3944	0	308	308	308
MTG1	0	308	308	308
NKX6-2	0	308	308	308
PAOX	0	308	308	308
PPP2R2D	0	308	308	308
PRAP1	0	308	308	308
PWWP2B	0	308	308	308
SCART1	0	308	308	308
SPRN	0	308	308	308
SPRNP1	0	308	308	308
STK32C	0	308	308	308
SYCE1	0	308	308	308
TCERG1L	0	308	308	308
TCERG1L-AS1	0	308	308	308
TUBGCP2	0	308	308	308
UTF1	0	308	308	308
VENTX	0	308	308	308
ZNF511	0	308	308	308
GFOD1	307	0	307	307
LOC100130357	307	0	307	307
MCUR1	307	0	307	307
NOL7	307	0	307	307
PHACTR1	307	0	307	307
RANBP9	307	0	307	307
SIRT5	307	0	307	307
TBC1D7	307	0	307	307
TBC1D7-LOC100130357	307	0	307	307
B4GALNT3	293	0	293	293
CCDC77	293	0	293	293
CPM	293	0	293	293
CPSF6	293	0	293	293
ERC1	293	0	293	293
FRS2	293	0	293	293
IQSEC3	293	0	293	293
KDM5A	293	0	293	293
LOC100049716	293	0	293	293
LOC100288778	293	0	293	293
LOC101929384	293	0	293	293
LOC102723544	293	0	293	293
LOC105369595	293	0	293	293
LOC574538	293	0	293	293
LYZ	293	0	293	293
MIR1279	293	0	293	293
NINJ2	293	0	293	293
RAD52	293	0	293	293
SLC6A12	293	0	293	293
SLC6A13	293	0	293	293
WNK1	293	0	293	293
YEATS4	293	0	293	293
ABCA2	0	283	283	283
ABL1	0	283	283	283
ABO	0	283	283	283
ADAMTS13	0	283	283	283
ADAMTSL2	0	283	283	283
AGPAT2	0	283	283	283
AIF1L	0	283	283	283
AK8	0	283	283	283
ANAPC2	0	283	283	283
ARRDC1	0	283	283	283
ARRDC1-AS1	0	283	283	283
ASB6	0	283	283	283
ASS1	0	283	283	283
BARHL1	0	283	283	283
BRD3	0	283	283	283
C8G	0	283	283	283
C9orf106	0	283	283	283
C9orf116	0	283	283	283
C9orf139	0	283	283	283
C9orf142	0	283	283	283
C9orf163	0	283	283	283
C9orf172	0	283	283	283
C9orf50	0	283	283	283
C9orf62	0	283	283	283
C9orf69	0	283	283	283
C9orf78	0	283	283	283
CACFD1	0	283	283	283
CACNA1B	0	283	283	283
CAMSAP1	0	283	283	283
CARD9	0	283	283	283
CCDC183	0	283	283	283
CCDC183-AS1	0	283	283	283
CCDC187	0	283	283	283
CEL	0	283	283	283
CELP	0	283	283	283
CFAP77	0	283	283	283
CLIC3	0	283	283	283
COL5A1	0	283	283	283
COL5A1-AS1	0	283	283	283
CRAT	0	283	283	283
CYSRT1	0	283	283	283
DBH	0	283	283	283
DBH-AS1	0	283	283	283
DDX31	0	283	283	283
DKFZP434A062	0	283	283	283
DNLZ	0	283	283	283
DOLK	0	283	283	283
DOLPP1	0	283	283	283
DPH7	0	283	283	283
DPP7	0	283	283	283
EDF1	0	283	283	283
EGFL7	0	283	283	283
EHMT1	0	283	283	283
EHMT1-IT1	0	283	283	283
ENTPD2	0	283	283	283
ENTPD8	0	283	283	283
EXD3	0	283	283	283
EXOSC2	0	283	283	283
FAM157B	0	283	283	283
FAM163B	0	283	283	283
FAM166A	0	283	283	283
FAM69B	0	283	283	283
FAM78A	0	283	283	283
FBXW5	0	283	283	283
FCN1	0	283	283	283
FCN2	0	283	283	283
FIBCD1	0	283	283	283
FNBP1	0	283	283	283
FUBP3	0	283	283	283
FUT7	0	283	283	283
GBGT1	0	283	283	283
GFI1B	0	283	283	283
GLT6D1	0	283	283	283
GPR107	0	283	283	283
GPSM1	0	283	283	283
GRIN1	0	283	283	283
GTF3C4	0	283	283	283
GTF3C5	0	283	283	283
HMCN2	0	283	283	283
HSPC324	0	283	283	283
IER5L	0	283	283	283
INPP5E	0	283	283	283
KCNT1	0	283	283	283
LAMC3	0	283	283	283
LCN1	0	283	283	283
LCN10	0	283	283	283
LCN12	0	283	283	283
LCN15	0	283	283	283
LCN6	0	283	283	283
LCN8	0	283	283	283
LCN9	0	283	283	283
LCNL1	0	283	283	283
LHX3	0	283	283	283
LINC00094	0	283	283	283
LINC00963	0	283	283	283
LINC01451	0	283	283	283
LINC01502	0	283	283	283
LINC01503	0	283	283	283
LOC100128593	0	283	283	283
LOC100130548	0	283	283	283
LOC100133077	0	283	283	283
LOC100272217	0	283	283	283
LOC101448202	0	283	283	283
LOC101928525	0	283	283	283
LOC101928786	0	283	283	283
LOC101928932	0	283	283	283
LOC101929331	0	283	283	283
LOC105376306	0	283	283	283
LOC105376331	0	283	283	283
LOC401554	0	283	283	283
LOC401557	0	283	283	283
LRRC26	0	283	283	283
LRRC8A	0	283	283	283
MAMDC4	0	283	283	283
MAN1B1	0	283	283	283
MAN1B1-AS1	0	283	283	283
MED22	0	283	283	283
MED27	0	283	283	283
MIGA2	0	283	283	283
MIR126	0	283	283	283
MIR3621	0	283	283	283
MIR3689A	0	283	283	283
MIR3689B	0	283	283	283
MIR3689C	0	283	283	283
MIR3689D1	0	283	283	283
MIR3689D2	0	283	283	283
MIR3689E	0	283	283	283
MIR3689F	0	283	283	283
MIR4292	0	283	283	283
MIR4479	0	283	283	283
MIR4669	0	283	283	283
MIR4673	0	283	283	283
MIR4674	0	283	283	283
MIR548AW	0	283	283	283
MIR602	0	283	283	283
MIR6722	0	283	283	283
MIR6855	0	283	283	283
MIR6856	0	283	283	283
MIR6877	0	283	283	283
MIR7114	0	283	283	283
MRPL41	0	283	283	283
MRPS2	0	283	283	283
NACC2	0	283	283	283
NALT1	0	283	283	283
NCS1	0	283	283	283
NDOR1	0	283	283	283
NELFB	0	283	283	283
NOTCH1	0	283	283	283
NOXA1	0	283	283	283
NPDC1	0	283	283	283
NRARP	0	283	283	283
NSMF	0	283	283	283
NTMT1	0	283	283	283
NTNG2	0	283	283	283
NUP188	0	283	283	283
NUP214	0	283	283	283
OBP2A	0	283	283	283
OBP2B	0	283	283	283
OLFM1	0	283	283	283
PAEP	0	283	283	283
PHPT1	0	283	283	283
PHYHD1	0	283	283	283
PLPP7	0	283	283	283
PMPCA	0	283	283	283
PNPLA7	0	283	283	283
POMT1	0	283	283	283
PPP1R26	0	283	283	283
PPP1R26-AS1	0	283	283	283
PRDM12	0	283	283	283
PRRC2B	0	283	283	283
PRRX2	0	283	283	283
PRRX2-AS1	0	283	283	283
PTGDS	0	283	283	283
PTGES	0	283	283	283
PTPA	0	283	283	283
QRFP	0	283	283	283
QSOX2	0	283	283	283
RABL6	0	283	283	283
RALGDS	0	283	283	283
RAPGEF1	0	283	283	283
REXO4	0	283	283	283
RNF208	0	283	283	283
RNF224	0	283	283	283
RNU6ATAC	0	283	283	283
RPL7A	0	283	283	283
RXRA	0	283	283	283
SAPCD2	0	283	283	283
SARDH	0	283	283	283
SDCCAG3	0	283	283	283
SEC16A	0	283	283	283
SETX	0	283	283	283
SH3GLB2	0	283	283	283
SLC2A6	0	283	283	283
SLC34A3	0	283	283	283
SNAPC4	0	283	283	283
SNHG7	0	283	283	283
SNORA17A	0	283	283	283
SNORA17B	0	283	283	283
SNORD141A	0	283	283	283
SNORD24	0	283	283	283
SNORD36A	0	283	283	283
SNORD36B	0	283	283	283
SNORD36C	0	283	283	283
SNORD62A	0	283	283	283
SOHLH1	0	283	283	283
SPACA9	0	283	283	283
SSNA1	0	283	283	283
STKLD1	0	283	283	283
STPG3	0	283	283	283
STPG3-AS1	0	283	283	283
SURF1	0	283	283	283
SURF2	0	283	283	283
SURF4	0	283	283	283
SURF6	0	283	283	283
TMEM141	0	283	283	283
TMEM203	0	283	283	283
TMEM210	0	283	283	283
TMEM8C	0	283	283	283
TOR1A	0	283	283	283
TOR1B	0	283	283	283
TOR4A	0	283	283	283
TPRN	0	283	283	283
TRAF2	0	283	283	283
TSC1	0	283	283	283
TTF1	0	283	283	283
TUBB4B	0	283	283	283
TUBBP5	0	283	283	283
UAP1L1	0	283	283	283
UBAC1	0	283	283	283
UCK1	0	283	283	283
USP20	0	283	283	283
VAV2	0	283	283	283
WDR5	0	283	283	283
ZMYND19	0	283	283	283
MIR582	0	282	282	282
PART1	0	282	282	282
PDE4D	0	282	282	282
AAMDC	279	0	279	279
ALG8	279	0	279	279
ANKRD20A1	0	279	279	279
ANKRD20A2	0	279	279	279
ANKRD20A3	0	279	279	279
ANKRD20A4	0	279	279	279
AQP11	279	0	279	279
AQP7P1	0	279	279	279
AQP7P3	0	279	279	279
CBWD3	0	279	279	279
CBWD5	0	279	279	279
CBWD6	0	279	279	279
CLNS1A	279	0	279	279
CNTNAP3	0	279	279	279
CNTNAP3B	0	279	279	279
CNTNAP3P2	0	279	279	279
EFNA5	0	279	279	279
FAM201A	0	279	279	279
FAM27B	0	279	279	279
FAM27C	0	279	279	279
FAM27E2	0	279	279	279
FAM27E3	0	279	279	279
FAM74A1	0	279	279	279
FAM74A3	0	279	279	279
FAM74A4	0	279	279	279
FAM74A7	0	279	279	279
FAM95B1	0	279	279	279
FGF7P3	0	279	279	279
FGF7P6	0	279	279	279
FLJ43315	0	279	279	279
FOXD4L3	0	279	279	279
FOXD4L4	0	279	279	279
FOXD4L5	0	279	279	279
FOXD4L6	0	279	279	279
FRG1HP	0	279	279	279
FRG1JP	0	279	279	279
GAB2	279	0	279	279
GLIDR	0	279	279	279
GXYLT1P3	0	279	279	279
INTS4	279	0	279	279
KCTD14	279	0	279	279
KCTD21	279	0	279	279
KCTD21-AS1	279	0	279	279
LINC01189	0	279	279	279
LINC01410	0	279	279	279
LOC100132249	0	279	279	279
LOC101927827	0	279	279	279
LOC101928195	0	279	279	279
LOC101928381	0	279	279	279
LOC101928865	279	0	279	279
LOC101929583	0	279	279	279
LOC102723709	0	279	279	279
LOC102724238	0	279	279	279
LOC102724580	0	279	279	279
LOC102725126	0	279	279	279
LOC103908605	0	279	279	279
LOC105376064	0	279	279	279
LOC105379450	0	279	279	279
LOC286297	0	279	279	279
LOC403323	0	279	279	279
LOC440896	0	279	279	279
LOC554249	0	279	279	279
LOC642929	0	279	279	279
LOC646029	279	0	279	279
LOC728673	0	279	279	279
MIR1299	0	279	279	279
MIR4477A	0	279	279	279
NARS2	279	0	279	279
NDUFC2	279	0	279	279
NDUFC2-KCTD14	279	0	279	279
PAK1	279	0	279	279
PGM5	0	279	279	279
PGM5-AS1	0	279	279	279
PGM5P2	0	279	279	279
PTGER4P2-CDK2AP2P2	0	279	279	279
RSF1	279	0	279	279
SPATA31A1	0	279	279	279
SPATA31A3	0	279	279	279
SPATA31A5	0	279	279	279
SPATA31A6	0	279	279	279
SPATA31A7	0	279	279	279
THRSP	279	0	279	279
USP35	279	0	279	279
XLOC_007697	0	279	279	279
ZNF658	0	279	279	279
ZNF658B	0	279	279	279
AURKC	278	0	278	278
BRSK1	278	0	278	278
C19orf18	278	0	278	278
CCDC106	278	0	278	278
COX6B2	278	0	278	278
DNAAF3	278	0	278	278
DUXA	278	0	278	278
EPN1	278	0	278	278
EPS8L1	278	0	278	278
FAM71E2	278	0	278	278
FIZ1	278	0	278	278
FKBP1AP1	278	0	278	278
GALP	278	0	278	278
GP6	278	0	278	278
HSPBP1	278	0	278	278
IL11	278	0	278	278
ISOC2	278	0	278	278
KMT5C	278	0	278	278
LOC100128398	278	0	278	278
LOC101928886	278	0	278	278
LOC105372476	278	0	278	278
MIMT1	278	0	278	278
MIR6802	278	0	278	278
MIR6803	278	0	278	278
MIR6804	278	0	278	278
MIR6805	278	0	278	278
MIR7975	278	0	278	278
NAT14	278	0	278	278
NLRP11	278	0	278	278
NLRP13	278	0	278	278
NLRP2	278	0	278	278
NLRP4	278	0	278	278
NLRP5	278	0	278	278
NLRP7	278	0	278	278
NLRP8	278	0	278	278
NLRP9	278	0	278	278
PEG3	278	0	278	278
PEG3-AS1	278	0	278	278
PPP1R12C	278	0	278	278
PPP6R1	278	0	278	278
PTPRH	278	0	278	278
RDH13	278	0	278	278
RFPL4A	278	0	278	278
RFPL4AL1	278	0	278	278
RPL28	278	0	278	278
SBK2	278	0	278	278
SBK3	278	0	278	278
SHISA7	278	0	278	278
SMIM17	278	0	278	278
SSC5D	278	0	278	278
SYT5	278	0	278	278
TMEM150B	278	0	278	278
TMEM190	278	0	278	278
TMEM238	278	0	278	278
TMEM86B	278	0	278	278
TNNI3	278	0	278	278
TNNT1	278	0	278	278
TRAPPC2B	278	0	278	278
U2AF2	278	0	278	278
UBE2S	278	0	278	278
USP29	278	0	278	278
VN1R1	278	0	278	278
ZFP28	278	0	278	278
ZIK1	278	0	278	278
